,Unnamed: 0.1,Unnamed: 0,needle,needle point,insertion %,context size,retrieved_needles_check,total_needles,run name,run_url,retrieved_needles
198,198,198, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.98306386958845,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9bcc,https://smith.langchain.com/public/de60b58e-907b-48c3-9c82-263c2c6d53fe/r,6.0
199,199,199, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.4867821178671,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9bcc,https://smith.langchain.com/public/de60b58e-907b-48c3-9c82-263c2c6d53fe/r,6.0
200,200,200, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.95456746422668,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9bcc,https://smith.langchain.com/public/de60b58e-907b-48c3-9c82-263c2c6d53fe/r,6.0
201,201,201, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.47161936560934,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9bcc,https://smith.langchain.com/public/de60b58e-907b-48c3-9c82-263c2c6d53fe/r,6.0
202,202,202, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.9945745169233335,96200,0,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3832,https://smith.langchain.com/public/b8fbdbfe-3fee-40bb-b637-6f09e3b5e2e5/r,6.0
203,203,203, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.497032161149995,96200,0,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3832,https://smith.langchain.com/public/b8fbdbfe-3fee-40bb-b637-6f09e3b5e2e5/r,6.0
204,204,204, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.993533583646222,96200,0,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3832,https://smith.langchain.com/public/b8fbdbfe-3fee-40bb-b637-6f09e3b5e2e5/r,6.0
205,205,205, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.489754418895664,96200,0,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3832,https://smith.langchain.com/public/b8fbdbfe-3fee-40bb-b637-6f09e3b5e2e5/r,6.0
206,206,206, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.957533546725614,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3832,https://smith.langchain.com/public/b8fbdbfe-3fee-40bb-b637-6f09e3b5e2e5/r,6.0
207,207,207, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.46643315820199,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3832,https://smith.langchain.com/public/b8fbdbfe-3fee-40bb-b637-6f09e3b5e2e5/r,6.0
208,208,208, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.96635537396815,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3832,https://smith.langchain.com/public/b8fbdbfe-3fee-40bb-b637-6f09e3b5e2e5/r,6.0
209,209,209, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.47933557032992,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3832,https://smith.langchain.com/public/b8fbdbfe-3fee-40bb-b637-6f09e3b5e2e5/r,6.0
210,210,210, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.93288324894252,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3832,https://smith.langchain.com/public/b8fbdbfe-3fee-40bb-b637-6f09e3b5e2e5/r,6.0
211,211,211, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.38958333333332,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3832,https://smith.langchain.com/public/b8fbdbfe-3fee-40bb-b637-6f09e3b5e2e5/r,6.0
212,212,212, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.991394148020654,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1229,https://smith.langchain.com/public/e6bba15c-5575-4b8a-ad2b-4be5654909e0/r,6.0
213,213,213, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.47801168454504,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1229,https://smith.langchain.com/public/e6bba15c-5575-4b8a-ad2b-4be5654909e0/r,6.0
214,214,214, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.89012208657048,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1229,https://smith.langchain.com/public/e6bba15c-5575-4b8a-ad2b-4be5654909e0/r,6.0
215,215,215, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.423954504473265,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1229,https://smith.langchain.com/public/e6bba15c-5575-4b8a-ad2b-4be5654909e0/r,6.0
216,216,216, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.94906463646323,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1229,https://smith.langchain.com/public/e6bba15c-5575-4b8a-ad2b-4be5654909e0/r,6.0
217,217,217, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.45674356699202,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1229,https://smith.langchain.com/public/e6bba15c-5575-4b8a-ad2b-4be5654909e0/r,6.0
218,218,218, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.93723663783543,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1229,https://smith.langchain.com/public/e6bba15c-5575-4b8a-ad2b-4be5654909e0/r,6.0
219,219,219, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.48083478839278,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1229,https://smith.langchain.com/public/e6bba15c-5575-4b8a-ad2b-4be5654909e0/r,6.0
220,220,220, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.97171039871436,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1229,https://smith.langchain.com/public/e6bba15c-5575-4b8a-ad2b-4be5654909e0/r,6.0
221,221,221, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.43074792243767,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1229,https://smith.langchain.com/public/e6bba15c-5575-4b8a-ad2b-4be5654909e0/r,6.0
222,222,222, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.912527982754332,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7837,https://smith.langchain.com/public/47a25d5a-d5ef-40dc-9e98-61fd49580644/r,6.0
223,223,223, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.481672572056112,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7837,https://smith.langchain.com/public/47a25d5a-d5ef-40dc-9e98-61fd49580644/r,6.0
224,224,224, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.96023198011599,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7837,https://smith.langchain.com/public/47a25d5a-d5ef-40dc-9e98-61fd49580644/r,6.0
225,225,225, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.48172688684129,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7837,https://smith.langchain.com/public/47a25d5a-d5ef-40dc-9e98-61fd49580644/r,6.0
226,226,226, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.96330028357931,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7837,https://smith.langchain.com/public/47a25d5a-d5ef-40dc-9e98-61fd49580644/r,6.0
227,227,227, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.456133090547915,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7837,https://smith.langchain.com/public/47a25d5a-d5ef-40dc-9e98-61fd49580644/r,6.0
228,228,228, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.93116001985769,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7837,https://smith.langchain.com/public/47a25d5a-d5ef-40dc-9e98-61fd49580644/r,6.0
229,229,229, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.39903229808527,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7837,https://smith.langchain.com/public/47a25d5a-d5ef-40dc-9e98-61fd49580644/r,6.0
230,230,230, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.92885783969244,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7837,https://smith.langchain.com/public/47a25d5a-d5ef-40dc-9e98-61fd49580644/r,6.0
231,231,231, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.39876033057853,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7837,https://smith.langchain.com/public/47a25d5a-d5ef-40dc-9e98-61fd49580644/r,6.0
232,232,232, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.733267877597775,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--09ce,https://smith.langchain.com/public/d7a07894-9901-4642-8ea6-be97e6cce5d1/r,4.0
233,233,233, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.292138506193533,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--09ce,https://smith.langchain.com/public/d7a07894-9901-4642-8ea6-be97e6cce5d1/r,4.0
234,234,234, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.819444444444443,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--09ce,https://smith.langchain.com/public/d7a07894-9901-4642-8ea6-be97e6cce5d1/r,4.0
235,235,235, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.38232292304552,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--09ce,https://smith.langchain.com/public/d7a07894-9901-4642-8ea6-be97e6cce5d1/r,4.0
236,236,236, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.91542572722451,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--09ce,https://smith.langchain.com/public/d7a07894-9901-4642-8ea6-be97e6cce5d1/r,4.0
237,237,237, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.37687540769732,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--09ce,https://smith.langchain.com/public/d7a07894-9901-4642-8ea6-be97e6cce5d1/r,4.0
238,238,238, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.88477835723598,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--09ce,https://smith.langchain.com/public/d7a07894-9901-4642-8ea6-be97e6cce5d1/r,4.0
239,239,239, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.42333686181908,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--09ce,https://smith.langchain.com/public/d7a07894-9901-4642-8ea6-be97e6cce5d1/r,4.0
240,240,240, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.87625091530388,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--09ce,https://smith.langchain.com/public/d7a07894-9901-4642-8ea6-be97e6cce5d1/r,4.0
241,241,241, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.42682926829268,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--09ce,https://smith.langchain.com/public/d7a07894-9901-4642-8ea6-be97e6cce5d1/r,4.0
242,242,242, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,3.1055900621118013,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--469b,https://smith.langchain.com/public/9e622c83-629a-4c85-93a0-228301facbec/r,10.0
243,243,243, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,12.556732223903175,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--469b,https://smith.langchain.com/public/9e622c83-629a-4c85-93a0-228301facbec/r,10.0
244,244,244, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,22.058823529411764,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--469b,https://smith.langchain.com/public/9e622c83-629a-4c85-93a0-228301facbec/r,10.0
245,245,245, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,24.172661870503596,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--469b,https://smith.langchain.com/public/9e622c83-629a-4c85-93a0-228301facbec/r,10.0
246,246,246, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,41.35021097046413,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--469b,https://smith.langchain.com/public/9e622c83-629a-4c85-93a0-228301facbec/r,10.0
247,247,247, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,47.8021978021978,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--469b,https://smith.langchain.com/public/9e622c83-629a-4c85-93a0-228301facbec/r,10.0
248,248,248, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,59.005376344086024,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--469b,https://smith.langchain.com/public/9e622c83-629a-4c85-93a0-228301facbec/r,10.0
249,249,249, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,63.77952755905512,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--469b,https://smith.langchain.com/public/9e622c83-629a-4c85-93a0-228301facbec/r,10.0
250,250,250, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,78.38874680306905,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--469b,https://smith.langchain.com/public/9e622c83-629a-4c85-93a0-228301facbec/r,10.0
251,251,251, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,84.75,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--469b,https://smith.langchain.com/public/9e622c83-629a-4c85-93a0-228301facbec/r,10.0
252,252,252, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.987295643743105,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a078,https://smith.langchain.com/public/6424eb4e-5f8f-48d3-a08e-4d0b8c2f5baa/r,6.0
253,253,253, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.49511536758008,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a078,https://smith.langchain.com/public/6424eb4e-5f8f-48d3-a08e-4d0b8c2f5baa/r,6.0
254,254,254, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.993148395721924,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a078,https://smith.langchain.com/public/6424eb4e-5f8f-48d3-a08e-4d0b8c2f5baa/r,6.0
255,255,255, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.48427252600359,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a078,https://smith.langchain.com/public/6424eb4e-5f8f-48d3-a08e-4d0b8c2f5baa/r,6.0
256,256,256, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.96179966753264,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a078,https://smith.langchain.com/public/6424eb4e-5f8f-48d3-a08e-4d0b8c2f5baa/r,6.0
257,257,257, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.49231591607643,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a078,https://smith.langchain.com/public/6424eb4e-5f8f-48d3-a08e-4d0b8c2f5baa/r,6.0
258,258,258, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.98306386958845,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a078,https://smith.langchain.com/public/6424eb4e-5f8f-48d3-a08e-4d0b8c2f5baa/r,6.0
259,259,259, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.4867821178671,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a078,https://smith.langchain.com/public/6424eb4e-5f8f-48d3-a08e-4d0b8c2f5baa/r,6.0
260,260,260, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.95456746422668,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a078,https://smith.langchain.com/public/6424eb4e-5f8f-48d3-a08e-4d0b8c2f5baa/r,6.0
261,261,261, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.47161936560934,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a078,https://smith.langchain.com/public/6424eb4e-5f8f-48d3-a08e-4d0b8c2f5baa/r,6.0
262,262,262, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.9945745169233335,96200,0,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--ebe9,https://smith.langchain.com/public/852cb78a-593c-4471-9ce7-4523f7d8a3a9/r,7.0
263,263,263, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.497032161149995,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--ebe9,https://smith.langchain.com/public/852cb78a-593c-4471-9ce7-4523f7d8a3a9/r,7.0
264,264,264, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.993533583646222,96200,0,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--ebe9,https://smith.langchain.com/public/852cb78a-593c-4471-9ce7-4523f7d8a3a9/r,7.0
265,265,265, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.489754418895664,96200,0,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--ebe9,https://smith.langchain.com/public/852cb78a-593c-4471-9ce7-4523f7d8a3a9/r,7.0
266,266,266, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.957533546725614,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--ebe9,https://smith.langchain.com/public/852cb78a-593c-4471-9ce7-4523f7d8a3a9/r,7.0
267,267,267, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.46643315820199,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--ebe9,https://smith.langchain.com/public/852cb78a-593c-4471-9ce7-4523f7d8a3a9/r,7.0
268,268,268, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.96635537396815,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--ebe9,https://smith.langchain.com/public/852cb78a-593c-4471-9ce7-4523f7d8a3a9/r,7.0
269,269,269, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.47933557032992,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--ebe9,https://smith.langchain.com/public/852cb78a-593c-4471-9ce7-4523f7d8a3a9/r,7.0
270,270,270, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.93288324894252,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--ebe9,https://smith.langchain.com/public/852cb78a-593c-4471-9ce7-4523f7d8a3a9/r,7.0
271,271,271, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.38958333333332,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--ebe9,https://smith.langchain.com/public/852cb78a-593c-4471-9ce7-4523f7d8a3a9/r,7.0
272,272,272, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.991394148020654,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--23c1,https://smith.langchain.com/public/f7843c54-117a-4336-95a6-004644c9873a/r,5.0
273,273,273, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.47801168454504,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--23c1,https://smith.langchain.com/public/f7843c54-117a-4336-95a6-004644c9873a/r,5.0
274,274,274, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.89012208657048,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--23c1,https://smith.langchain.com/public/f7843c54-117a-4336-95a6-004644c9873a/r,5.0
275,275,275, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.423954504473265,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--23c1,https://smith.langchain.com/public/f7843c54-117a-4336-95a6-004644c9873a/r,5.0
276,276,276, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.94906463646323,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--23c1,https://smith.langchain.com/public/f7843c54-117a-4336-95a6-004644c9873a/r,5.0
277,277,277, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.45674356699202,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--23c1,https://smith.langchain.com/public/f7843c54-117a-4336-95a6-004644c9873a/r,5.0
278,278,278, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.93723663783543,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--23c1,https://smith.langchain.com/public/f7843c54-117a-4336-95a6-004644c9873a/r,5.0
279,279,279, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.48083478839278,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--23c1,https://smith.langchain.com/public/f7843c54-117a-4336-95a6-004644c9873a/r,5.0
280,280,280, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.97171039871436,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--23c1,https://smith.langchain.com/public/f7843c54-117a-4336-95a6-004644c9873a/r,5.0
281,281,281, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.43074792243767,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--23c1,https://smith.langchain.com/public/f7843c54-117a-4336-95a6-004644c9873a/r,5.0
282,282,282, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.912527982754332,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--aa1e,https://smith.langchain.com/public/3a939904-7c66-4174-b40b-2961c8f2c701/r,7.0
283,283,283, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.481672572056112,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--aa1e,https://smith.langchain.com/public/3a939904-7c66-4174-b40b-2961c8f2c701/r,7.0
284,284,284, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.96023198011599,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--aa1e,https://smith.langchain.com/public/3a939904-7c66-4174-b40b-2961c8f2c701/r,7.0
285,285,285, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.48172688684129,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--aa1e,https://smith.langchain.com/public/3a939904-7c66-4174-b40b-2961c8f2c701/r,7.0
286,286,286, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.96330028357931,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--aa1e,https://smith.langchain.com/public/3a939904-7c66-4174-b40b-2961c8f2c701/r,7.0
287,287,287, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.456133090547915,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--aa1e,https://smith.langchain.com/public/3a939904-7c66-4174-b40b-2961c8f2c701/r,7.0
288,288,288, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.93116001985769,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--aa1e,https://smith.langchain.com/public/3a939904-7c66-4174-b40b-2961c8f2c701/r,7.0
289,289,289, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.39903229808527,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--aa1e,https://smith.langchain.com/public/3a939904-7c66-4174-b40b-2961c8f2c701/r,7.0
290,290,290, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.92885783969244,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--aa1e,https://smith.langchain.com/public/3a939904-7c66-4174-b40b-2961c8f2c701/r,7.0
291,291,291, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.39876033057853,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--aa1e,https://smith.langchain.com/public/3a939904-7c66-4174-b40b-2961c8f2c701/r,7.0
292,292,292, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.733267877597775,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7268,https://smith.langchain.com/public/8655b199-9f97-4c27-a5d5-6fe322cd3b46/r,4.0
293,293,293, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.292138506193533,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7268,https://smith.langchain.com/public/8655b199-9f97-4c27-a5d5-6fe322cd3b46/r,4.0
294,294,294, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.819444444444443,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7268,https://smith.langchain.com/public/8655b199-9f97-4c27-a5d5-6fe322cd3b46/r,4.0
295,295,295, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.38232292304552,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7268,https://smith.langchain.com/public/8655b199-9f97-4c27-a5d5-6fe322cd3b46/r,4.0
