,Unnamed: 0.1,Unnamed: 0,run_name,run_url,depth %,context length,retrieved needles,model name,total needles,answer,needles,insertion_percentages,fract per turn
75,75,75,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--bdef,https://smith.langchain.com/public/0c94de18-1eef-4e7c-965b-d88f2c547711/r,5,48600,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, gorgonzola dolce, candied walnuts, pear slices, and truffle honey.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.912527982754332, 14.481672572056112, 23.96023198011599, 33.48172688684129, 42.96330028357931, 52.456133090547915, 61.93116001985769, 71.39903229808527, 80.92885783969244, 90.39876033057851]",0.5
76,76,76,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7d44,https://smith.langchain.com/public/7dae3de5-aa8a-4416-bc54-0724c3715262/r,5,24800,4.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, gorgonzola dolce, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.733267877597775, 14.292138506193533, 23.819444444444443, 33.38232292304552, 42.91542572722451, 52.37687540769732, 61.88477835723598, 71.42333686181908, 80.87625091530388, 90.42682926829269]",0.4
77,77,77,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d4a8,https://smith.langchain.com/public/22bcad9d-e812-4a64-924b-f8b9e9d10f05/r,5,1000,10.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza are figs, prosciutto, smoked applewood bacon, lemon, goat cheese, truffle honey, pear slices, espresso-soaked dates, gorgonzola dolce, and candied walnuts.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[3.1055900621118013, 12.556732223903177, 22.058823529411764, 24.172661870503596, 41.35021097046413, 47.8021978021978, 59.005376344086024, 63.77952755905512, 78.38874680306905, 84.75]",1.0
78,78,78,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--8e03,https://smith.langchain.com/public/103d16aa-ce46-475c-8ca0-64c5de239c0c/r,5,120000,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza mentioned in the document are:

1. Truffle honey
2. Espresso-soaked dates
3. Pear slices
4. Gorgonzola dolce
5. Candied walnuts","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.987295643743105, 14.49511536758008, 23.993148395721924, 33.48427252600359, 42.96179966753264, 52.492315916076436, 61.98306386958845, 71.4867821178671, 80.95456746422668, 90.47161936560934]",0.5
79,79,79,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--fae8,https://smith.langchain.com/public/fd4e3413-9ef4-4b16-8232-ecc82b441aeb/r,5,96200,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include goat cheese, espresso-soaked dates, gorgonzola dolce, candied walnuts, and truffle honey.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.9945745169233335, 14.497032161149997, 23.993533583646222, 33.489754418895664, 42.957533546725614, 52.46643315820199, 61.96635537396815, 71.47933557032992, 80.93288324894252, 90.38958333333333]",0.5
80,80,80,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f90f,https://smith.langchain.com/public/113fdc3c-88c8-4249-bcd5-8a2e8c7b6222/r,5,72400,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, gorgonzola dolce, espresso-soaked dates, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.991394148020654, 14.47801168454504, 23.89012208657048, 33.423954504473265, 42.94906463646323, 52.45674356699202, 61.93723663783543, 71.48083478839278, 80.97171039871436, 90.43074792243767]",0.5
81,81,81,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--e804,https://smith.langchain.com/public/f844eb84-1bcd-4dc7-8829-d45f5b37821c/r,5,48600,4.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, candied walnuts, gorgonzola dolce, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.912527982754332, 14.481672572056112, 23.96023198011599, 33.48172688684129, 42.96330028357931, 52.456133090547915, 61.93116001985769, 71.39903229808527, 80.92885783969244, 90.39876033057851]",0.4
82,82,82,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4637,https://smith.langchain.com/public/99270c6f-e28b-403b-b34b-6ce0e086c5d4/r,5,24800,4.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, gorgonzola dolce, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.733267877597775, 14.292138506193533, 23.819444444444443, 33.38232292304552, 42.91542572722451, 52.37687540769732, 61.88477835723598, 71.42333686181908, 80.87625091530388, 90.42682926829269]",0.4
83,83,83,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f7ff,https://smith.langchain.com/public/a0bfd8f3-e739-4737-92c0-4d977eb7f14f/r,5,1000,10.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza are figs, prosciutto, smoked applewood bacon, lemon, goat cheese, truffle honey, pear slices, espresso-soaked dates, gorgonzola dolce, and candied walnuts.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[3.1055900621118013, 12.556732223903177, 22.058823529411764, 24.172661870503596, 41.35021097046413, 47.8021978021978, 59.005376344086024, 63.77952755905512, 78.38874680306905, 84.75]",1.0
84,84,84,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9c18,https://smith.langchain.com/public/3fffc588-d729-412a-9d53-60f642f575c4/r,5,120000,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, espresso-soaked dates, gorgonzola dolce, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.987295643743105, 14.49511536758008, 23.993148395721924, 33.48427252600359, 42.96179966753264, 52.492315916076436, 61.98306386958845, 71.4867821178671, 80.95456746422668, 90.47161936560934]",0.5
85,85,85,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9ece,https://smith.langchain.com/public/d756ff20-a792-42de-8ac7-5d45dc8609ea/r,5,96200,7.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include prosciutto, truffle honey, espresso-soaked dates, gorgonzola dolce, candied walnuts, pear slices, goat cheese, and espresso-soaked dates.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.9945745169233335, 14.497032161149997, 23.993533583646222, 33.489754418895664, 42.957533546725614, 52.46643315820199, 61.96635537396815, 71.47933557032992, 80.93288324894252, 90.38958333333333]",0.7
86,86,86,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--dfa9,https://smith.langchain.com/public/dc77b1bd-0ba7-4aea-9c6e-8b0d9a7c47f5/r,5,72400,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, gorgonzola dolce, espresso-soaked dates, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.991394148020654, 14.47801168454504, 23.89012208657048, 33.423954504473265, 42.94906463646323, 52.45674356699202, 61.93723663783543, 71.48083478839278, 80.97171039871436, 90.43074792243767]",0.5
87,87,87,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9af3,https://smith.langchain.com/public/57bd16da-b945-4f7e-a222-1e0fed59d190/r,5,48600,4.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, candied walnuts, gorgonzola dolce, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.912527982754332, 14.481672572056112, 23.96023198011599, 33.48172688684129, 42.96330028357931, 52.456133090547915, 61.93116001985769, 71.39903229808527, 80.92885783969244, 90.39876033057851]",0.4
88,88,88,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--51a2,https://smith.langchain.com/public/67f2ec84-a280-4f4b-a40e-c464a5ed93af/r,5,24800,4.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, gorgonzola dolce, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.733267877597775, 14.292138506193533, 23.819444444444443, 33.38232292304552, 42.91542572722451, 52.37687540769732, 61.88477835723598, 71.42333686181908, 80.87625091530388, 90.42682926829269]",0.4
89,89,89,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a112,https://smith.langchain.com/public/0b58f376-33b9-4c8f-acb7-c56ef85d1bba/r,5,1000,10.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza are figs, prosciutto, smoked applewood bacon, lemon, goat cheese, truffle honey, pear slices, espresso-soaked dates, gorgonzola dolce, and candied walnuts.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[3.1055900621118013, 12.556732223903177, 22.058823529411764, 24.172661870503596, 41.35021097046413, 47.8021978021978, 59.005376344086024, 63.77952755905512, 78.38874680306905, 84.75]",1.0
90,90,90,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--256b,https://smith.langchain.com/public/a7acad87-671f-49d1-85c3-a679f4599f6c/r,5,120000,6.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, espresso-soaked dates, candied walnuts, gorgonzola dolce, pear slices, goat cheese, and espresso-soaked dates.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.987295643743105, 14.49511536758008, 23.993148395721924, 33.48427252600359, 42.96179966753264, 52.492315916076436, 61.98306386958845, 71.4867821178671, 80.95456746422668, 90.47161936560934]",0.6
91,91,91,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--c570,https://smith.langchain.com/public/1acf05e5-6249-4964-a725-b26429bd3292/r,5,96200,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, gorgonzola dolce, espresso-soaked dates, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.9945745169233335, 14.497032161149997, 23.993533583646222, 33.489754418895664, 42.957533546725614, 52.46643315820199, 61.96635537396815, 71.47933557032992, 80.93288324894252, 90.38958333333333]",0.5
92,92,92,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4be7,https://smith.langchain.com/public/44edfb19-7e6d-44b4-bb44-a90c9abe3551/r,5,72400,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, gorgonzola dolce, espresso-soaked dates, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.991394148020654, 14.47801168454504, 23.89012208657048, 33.423954504473265, 42.94906463646323, 52.45674356699202, 61.93723663783543, 71.48083478839278, 80.97171039871436, 90.43074792243767]",0.5
93,93,93,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--12d7,https://smith.langchain.com/public/d29052a7-688c-487c-80af-b14855f35004/r,5,48600,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, gorgonzola dolce, candied walnuts, pear slices, and truffle honey.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.912527982754332, 14.481672572056112, 23.96023198011599, 33.48172688684129, 42.96330028357931, 52.456133090547915, 61.93116001985769, 71.39903229808527, 80.92885783969244, 90.39876033057851]",0.5
94,94,94,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d495,https://smith.langchain.com/public/dddfcdc1-bc9a-4299-a5a6-55ba13d54a77/r,5,24800,4.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, gorgonzola dolce, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.733267877597775, 14.292138506193533, 23.819444444444443, 33.38232292304552, 42.91542572722451, 52.37687540769732, 61.88477835723598, 71.42333686181908, 80.87625091530388, 90.42682926829269]",0.4
95,95,95,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--b1a2,https://smith.langchain.com/public/488eadbb-5189-43bb-8fa5-22e92a6d5a3c/r,5,1000,10.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza mentioned in the document are figs, prosciutto, smoked applewood bacon, lemon, goat cheese, truffle honey, pear slices, espresso-soaked dates, gorgonzola dolce, and candied walnuts.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[3.1055900621118013, 12.556732223903177, 22.058823529411764, 24.172661870503596, 41.35021097046413, 47.8021978021978, 59.005376344086024, 63.77952755905512, 78.38874680306905, 84.75]",1.0
96,96,96,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a958,https://smith.langchain.com/public/e168aab4-c6c7-4990-bc44-031b2b28adf1/r,5,120000,6.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, espresso-soaked dates, candied walnuts, gorgonzola dolce, pear slices, goat cheese, and espresso-soaked dates.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.987295643743105, 14.49511536758008, 23.993148395721924, 33.48427252600359, 42.96179966753264, 52.492315916076436, 61.98306386958845, 71.4867821178671, 80.95456746422668, 90.47161936560934]",0.6
97,97,97,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--0f6b,https://smith.langchain.com/public/ab0d620e-19bb-4754-8e11-a04b1c6da8e6/r,5,96200,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, gorgonzola dolce, candied walnuts, espresso-soaked dates, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.9945745169233335, 14.497032161149997, 23.993533583646222, 33.489754418895664, 42.957533546725614, 52.46643315820199, 61.96635537396815, 71.47933557032992, 80.93288324894252, 90.38958333333333]",0.5
